order_id,date,product,category,region,customer_id,quantity,unit_price,revenue
ORD-000573,2024-08-16,Iota Speaker,Accessories,APAC,CUST-00111,2,99.29,198.58
ORD-000574,2024-08-14,Epsilon Laptop,Computers,EMEA,CUST-00949,2,893.26,1786.52
ORD-000575,2025-06-15,Iota Speaker,Accessories,LATAM,CUST-00863,4,103.76,415.04
ORD-000576,2025-03-16,Delta Laptop,Computers,West,CUST-00595,3,1278.73,3836.19
ORD-000577,2025-02-05,Kappa Keyboard,Accessories,North,CUST-01022,2,82.96,165.92
ORD-000578,2024-02-16,Alpha Phone,Electronics,East,CUST-00460,5,742.09,3710.45
ORD-000579,2024-08-20,Eta Smartwatch,Accessories,APAC,CUST-01102,3,203.86,611.58
ORD-000580,2024-10-31,Zeta Headphones,Accessories,,CUST-00434,2,136.49,272.98
ORD-000581,2025-06-09,Delta Laptop,Computers,EMEA,CUST-00888,4,1245.67,4982.68
ORD-000582,2024-05-22,Eta Smartwatch,Accessories,APAC,CUST-00783,3,194.3,582.9
ORD-000583,2025-02-18,Eta Smartwatch,Accessories,EMEA,CUST-00988,5,184.37,921.85
ORD-000584,2025-05-27,Alpha Phone,Electronics,LATAM,CUST-00169,5,856.86,4284.3
ORD-000585,2025-01-07,Beta Phone,Electronics,EMEA,CUST-00709,2,663.8,1327.6
ORD-000586,2025-07-19,Eta Smartwatch,Accessories,APAC,CUST-00965,5,193.22,966.1
ORD-000587,2024-09-15,Eta Smartwatch,Accessories,South,CUST-00727,1,180.32,180.32
ORD-000588,2025-04-15,Kappa Keyboard,Accessories,APAC,CUST-00229,4,79.59,318.36
ORD-000589,2024-01-12,Theta Camera,Electronics,LATAM,CUST-01185,4,758.17,3032.68
ORD-000590,2024-11-25,Kappa Keyboard,Accessories,East,CUST-00427,3,80.52,241.56
ORD-000591,2024-12-23,Eta Smartwatch,Accessories,APAC,CUST-00122,4,217.77,871.08
ORD-000592,2025-02-11,Gamma Tablet,Electronics,APAC,CUST-00149,2,462.72,925.44
ORD-000593,2025-01-07,Alpha Phone,Electronics,North,CUST-00852,5,809.92,4049.6
ORD-000594,2024-01-08,Theta Camera,Electronics,EMEA,CUST-00705,4,740.68,2962.72
ORD-000595,2024-05-01,Eta Smartwatch,Accessories,North,CUST-00111,1,200.02,200.02
ORD-000596,2024-12-13,Alpha Phone,Electronics,LATAM,CUST-00064,3,733.65,2200.95
ORD-000597,2024-03-30,Delta Laptop,Computers,APAC,CUST-00638,2,1218.88,2437.76
ORD-000598,2024-11-11,Kappa Keyboard,Accessories,North,CUST-00909,1,80.77,80.77
ORD-000599,2024-06-26,Zeta Headphones,Accessories,North,CUST-00013,4,155.82,623.28
ORD-000600,2025-06-23,Epsilon Laptop,Computers,EMEA,CUST-00934,2,945.97,1891.94
ORD-000601,2024-02-10,Epsilon Laptop,Computers,East,CUST-01177,2,947.68,1895.36
ORD-000602,2025-05-16,Beta Phone,Electronics,North,CUST-00239,2,670.22,1340.44
ORD-000603,2024-05-24,Delta Laptop,Computers,EMEA,CUST-00663,5,1130.85,5654.25
ORD-000604,2024-07-19,Delta Laptop,Computers,East,CUST-01110,4,1176.04,4704.16
ORD-000605,2025-04-05,Alpha Phone,Electronics,North,CUST-01045,1,843.13,843.13
ORD-000606,2025-07-11,Theta Camera,Electronics,APAC,CUST-00694,2,762.39,1524.78
ORD-000607,2025-06-30,Epsilon Laptop,Computers,LATAM,CUST-01182,5,823.29,4116.45
ORD-000608,2024-09-09,Iota Speaker,Accessories,APAC,CUST-00971,3,99.7,299.1
ORD-000609,2025-01-24,Iota Speaker,Accessories,APAC,CUST-00964,2,95.29,190.58
ORD-000610,2025-08-16,Beta Phone,Electronics,South,CUST-00076,3,613.36,1840.08
ORD-000611,2024-09-12,Eta Smartwatch,Accessories,East,CUST-00329,2,199.23,398.46
ORD-000612,2025-03-25,Epsilon Laptop,Computers,South,CUST-00152,4,918.07,3672.28
ORD-000613,2024-01-10,Iota Speaker,Accessories,APAC,CUST-00072,4,89.29,357.16
ORD-000614,2024-08-29,Beta Phone,Electronics,LATAM,CUST-00225,7,685.37,4797.59
ORD-000615,2024-09-07,Eta Smartwatch,Accessories,APAC,CUST-00473,2,211.73,423.46
ORD-000616,2024-01-05,Zeta Headphones,Accessories,LATAM,CUST-00360,4,162.87,651.48
ORD-000617,2024-04-28,Gamma Tablet,Electronics,EMEA,CUST-00540,2,467.13,934.26
ORD-000618,2025-01-08,Beta Phone,Electronics,East,CUST-00811,5,661.27,3306.35
ORD-000619,2024-03-05,Eta Smartwatch,Accessories,West,CUST-00609,3,196.08,588.24
ORD-000620,2024-05-25,Eta Smartwatch,Accessories,North,CUST-01070,4,192.43,769.72
ORD-000621,2024-08-11,Gamma Tablet,Electronics,North,CUST-00001,2,505.55,1011.1
ORD-000622,2024-08-26,Eta Smartwatch,Accessories,APAC,CUST-00678,3,210.24,630.72
ORD-000623,2024-06-25,Delta Laptop,Computers,West,CUST-00291,3,1084.63,3253.89
ORD-000624,2024-10-08,Eta Smartwatch,Accessories,EMEA,CUST-00204,3,217.68,653.04
ORD-000625,2024-03-03,Beta Phone,Electronics,EMEA,CUST-00566,2,689.22,1378.44
ORD-000626,2024-08-04,Iota Speaker,Accessories,East,CUST-00482,5,103.97,519.85
ORD-000627,2025-04-05,Gamma Tablet,Electronics,West,CUST-00511,2,524.99,1049.98
ORD-000628,2025-09-01,Delta Laptop,Computers,West,CUST-00924,2,1172.4,2344.8
ORD-000629,2024-04-14,Alpha Phone,Electronics,East,CUST-00278,3,839.21,2517.63
ORD-000630,2024-04-08,Alpha Phone,Electronics,APAC,CUST-01005,3,780.91,2342.73
ORD-000631,2025-05-25,Zeta Headphones,Accessories,West,CUST-00016,6,160.88,965.28
ORD-000632,2025-01-19,Gamma Tablet,Electronics,EMEA,CUST-00356,1,466.79,466.79
ORD-000633,2025-02-08,Iota Speaker,Accessories,LATAM,CUST-00356,1,94.89,94.89
ORD-000634,2025-06-01,Alpha Phone,Electronics,LATAM,CUST-00830,3,807.2,2421.6
ORD-000635,2025-04-20,Delta Laptop,Computers,LATAM,CUST-00599,2,1155.65,2311.3
ORD-000636,2025-03-12,Delta Laptop,Computers,East,CUST-01102,5,1180.83,5904.15
ORD-000637,2024-01-23,Alpha Phone,Electronics,North,CUST-00928,5,797.79,3988.95
ORD-000638,2025-07-18,Beta Phone,Electronics,East,CUST-01091,3,695.25,2085.75
ORD-000639,2025-04-02,Epsilon Laptop,Computers,East,CUST-00859,2,903.17,1806.34
ORD-000640,2024-03-23,Zeta Headphones,Accessories,LATAM,CUST-00214,2,144.9,289.8
ORD-000641,2024-05-24,Epsilon Laptop,Computers,EMEA,CUST-00449,5,853.64,4268.2
ORD-000642,2024-03-25,Zeta Headphones,Accessories,North,CUST-00965,2,146.28,292.56
ORD-000643,2024-03-18,Zeta Headphones,Accessories,North,CUST-01139,9,149.47,1345.23
ORD-000644,2025-04-01,Alpha Phone,Electronics,South,CUST-00787,1,838.33,838.33
ORD-000645,2024-01-01,Epsilon Laptop,Computers,EMEA,CUST-00499,2,830.86,1661.72
ORD-000646,2024-02-20,Kappa Keyboard,Accessories,APAC,CUST-00710,4,74.6,298.4
ORD-000647,2025-03-21,Zeta Headphones,Accessories,APAC,CUST-00380,2,145.41,290.82
ORD-000648,2025-03-24,Eta Smartwatch,Accessories,LATAM,CUST-01167,4,193.44,773.76
ORD-000649,2025-05-02,Gamma Tablet,Electronics,South,CUST-00740,3,488.2,1464.6
ORD-000650,2024-02-03,Theta Camera,Electronics,East,CUST-00632,3,740.03,2220.09
ORD-000651,2024-12-13,Theta Camera,Electronics,South,CUST-01048,2,674.42,1348.84
ORD-000652,2024-04-04,Zeta Headphones,Accessories,East,CUST-00539,3,149.06,447.18
ORD-000653,2024-03-12,Kappa Keyboard,Accessories,LATAM,CUST-00945,1,80.96,80.96
ORD-000654,2025-07-04,Beta Phone,Electronics,EMEA,CUST-01099,2,614.24,1228.48
ORD-000655,2024-06-02,Alpha Phone,Electronics,APAC,CUST-00753,1,833.95,833.95
ORD-000656,2024-09-06,Theta Camera,Electronics,West,CUST-00535,6,705.59,4233.54
ORD-000657,2025-03-13,Theta Camera,Electronics,North,CUST-00673,5,691.56,3457.8
ORD-000658,2024-04-27,Beta Phone,Electronics,North,CUST-01065,4,689.21,2756.84
ORD-000659,2024-11-01,Gamma Tablet,Electronics,EMEA,CUST-00568,2,473.4,946.8
ORD-000660,2024-09-24,Alpha Phone,Electronics,APAC,CUST-00415,3,860.23,2580.69
ORD-000661,2024-02-23,Gamma Tablet,Electronics,South,CUST-00449,2,505.09,1010.18
ORD-000662,2024-08-23,Theta Camera,Electronics,APAC,CUST-00610,5,714.26,3571.3
ORD-000663,2025-01-23,Zeta Headphones,Accessories,APAC,CUST-00658,2,160.18,320.36
ORD-000664,2025-02-04,Delta Laptop,Computers,West,CUST-00436,1,1275.16,1275.16
ORD-000665,2025-09-15,Delta Laptop,Computers,APAC,CUST-00705,4,1223.35,4893.4
ORD-000666,2024-10-29,Alpha Phone,Electronics,West,CUST-00239,2,839.46,1678.92
ORD-000667,2024-07-25,Gamma Tablet,Electronics,APAC,CUST-01066,4,492.35,1969.4
ORD-000668,2024-08-16,Eta Smartwatch,Accessories,APAC,CUST-00734,1,200.89,200.89
ORD-000669,2025-07-31,Kappa Keyboard,Accessories,LATAM,CUST-00800,3,72.08,216.24
ORD-000670,2024-03-15,Iota Speaker,Accessories,East,CUST-00010,3,90.88,272.64
ORD-000671,2025-03-10,Alpha Phone,Electronics,West,CUST-00747,2,851.64,1703.28
ORD-000672,2024-04-12,Iota Speaker,Accessories,South,CUST-00139,4,90.28,361.12
ORD-000673,2025-02-25,Theta Camera,Electronics,South,CUST-00731,4,652.78,2611.12
ORD-000674,2024-11-01,Theta Camera,Electronics,APAC,CUST-00196,2,740.36,1480.72
ORD-000675,2024-04-07,Epsilon Laptop,Computers,LATAM,CUST-01098,2,809.31,1618.62
ORD-000676,2024-11-30,Delta Laptop,Computers,East,CUST-01126,4,1146.82,4587.28
ORD-000677,2025-03-10,Gamma Tablet,Electronics,South,CUST-00264,2,507.39,1014.78
ORD-000678,2025-03-22,Alpha Phone,Electronics,East,CUST-00945,1,814.25,814.25
ORD-000679,2024-11-03,Gamma Tablet,Electronics,West,CUST-00920,2,526.66,1053.32
ORD-000680,2024-09-05,Gamma Tablet,Electronics,East,CUST-00161,4,499.59,1998.36
ORD-000681,2024-06-14,Zeta Headphones,Accessories,South,CUST-00491,5,149.28,746.4
ORD-000682,2025-04-25,Theta Camera,Electronics,APAC,CUST-00770,3,730.5,2191.5
ORD-000683,2024-11-30,Epsilon Laptop,Computers,North,CUST-00311,1,898.75,898.75
ORD-000684,2025-06-25,Alpha Phone,Electronics,EMEA,CUST-00227,3,816.34,2449.02
ORD-000685,2024-04-15,Kappa Keyboard,Accessories,APAC,CUST-00273,2,85.28,170.56
ORD-000686,2025-07-16,Kappa Keyboard,Accessories,East,CUST-00938,4,77.44,309.76
ORD-000687,2024-03-21,Theta Camera,Electronics,EMEA,CUST-00317,3,682.94,2048.82
ORD-000688,2024-05-12,Kappa Keyboard,Accessories,APAC,CUST-01110,3,71.16,213.48
ORD-000689,2024-05-17,Zeta Headphones,Accessories,EMEA,CUST-00291,3,152.38,457.14
ORD-000690,2024-07-02,Kappa Keyboard,Accessories,West,CUST-00729,1,71.57,71.57
ORD-000691,2025-02-04,Alpha Phone,Electronics,East,CUST-00375,4,799.66,3198.64
ORD-000692,2024-11-25,Delta Laptop,Computers,APAC,CUST-00567,3,1271.96,3815.88
ORD-000693,2025-05-22,Gamma Tablet,Electronics,APAC,CUST-00868,1,503.98,503.98
ORD-000694,2024-03-09,Beta Phone,Electronics,East,CUST-00755,3,619.1,1857.3
ORD-000695,2025-06-29,Beta Phone,Electronics,North,CUST-00252,3,686.14,2058.42
ORD-000696,2024-02-22,Eta Smartwatch,Accessories,North,CUST-00307,3,189.83,569.49
ORD-000697,2025-03-25,Theta Camera,Electronics,North,CUST-00675,3,731.58,2194.74
ORD-000698,2024-07-23,Zeta Headphones,Accessories,EMEA,CUST-00868,4,152.29,609.16
ORD-000699,2024-05-05,Beta Phone,Electronics,North,CUST-00264,2,606.17,1212.34
ORD-000700,2024-02-12,Theta Camera,Electronics,East,CUST-00068,3,755.64,2266.92
ORD-000701,2024-04-20,Eta Smartwatch,Accessories,APAC,CUST-01131,3,187.09,561.27
ORD-000702,2024-07-01,Delta Laptop,Computers,East,CUST-00514,4,1316.4,5265.6
ORD-000703,2024-04-04,Eta Smartwatch,Accessories,APAC,CUST-00769,3,179.39,538.17
ORD-000704,2025-01-08,Gamma Tablet,Electronics,APAC,CUST-00442,5,475.4,2377.0
ORD-000705,2025-06-03,Delta Laptop,Computers,South,CUST-00001,3,1127.03,3381.09
ORD-000706,2024-12-25,Kappa Keyboard,Accessories,APAC,CUST-00358,2,71.32,142.64
ORD-000707,2024-10-07,Gamma Tablet,Electronics,APAC,CUST-01139,2,522.19,1044.38
ORD-000708,2024-07-13,Epsilon Laptop,Computers,East,CUST-00903,1,933.78,933.78
ORD-000709,2024-07-13,Iota Speaker,Accessories,South,CUST-00274,3,104.79,314.37
ORD-000710,2024-04-02,Eta Smartwatch,Accessories,EMEA,CUST-00856,5,189.32,946.6
ORD-000711,2024-03-01,Alpha Phone,Electronics,LATAM,CUST-01018,2,790.1,1580.2
ORD-000712,2025-09-25,Beta Phone,Electronics,EMEA,CUST-01184,1,669.65,669.65
ORD-000713,2024-02-20,Alpha Phone,Electronics,South,CUST-00173,3,789.38,2368.14
ORD-000714,2025-02-06,Eta Smartwatch,Accessories,APAC,CUST-00585,1,206.85,206.85
ORD-000715,2024-01-05,Epsilon Laptop,Computers,West,CUST-00929,1,923.09,923.09
ORD-000716,2025-04-10,Beta Phone,Electronics,EMEA,CUST-00481,4,598.98,2395.92
ORD-000717,2025-08-26,Kappa Keyboard,Accessories,APAC,CUST-00455,3,83.44,250.32
ORD-000718,2025-06-17,Zeta Headphones,Accessories,West,CUST-00196,4,155.58,622.32
ORD-000719,2025-02-08,Gamma Tablet,Electronics,APAC,CUST-00796,2,514.55,1029.1
ORD-000720,2025-05-27,Zeta Headphones,Accessories,APAC,CUST-00599,2,138.72,277.44
ORD-000721,2024-08-20,Eta Smartwatch,Accessories,EMEA,CUST-00556,3,189.77,569.31
ORD-000722,2025-06-07,Alpha Phone,Electronics,South,CUST-00848,5,781.93,3909.65
ORD-000723,2024-12-11,Gamma Tablet,Electronics,APAC,CUST-00439,4,477.04,1908.16
ORD-000724,2024-02-15,Theta Camera,Electronics,LATAM,CUST-00650,2,660.95,1321.9
ORD-000725,2025-06-29,Epsilon Laptop,Computers,North,CUST-00359,5,953.9,4769.5
ORD-000726,2024-03-18,Zeta Headphones,Accessories,West,CUST-01060,2,153.12,306.24
ORD-000727,2024-03-13,Epsilon Laptop,Computers,South,CUST-01058,4,910.77,3643.08
ORD-000728,2024-09-05,Alpha Phone,Electronics,APAC,CUST-01112,2,755.21,1510.42
ORD-000729,2024-02-16,Beta Phone,Electronics,APAC,CUST-00658,2,703.27,1406.54
ORD-000730,2024-04-30,Epsilon Laptop,Computers,South,CUST-00016,3,843.47,2530.41
ORD-000731,2024-08-01,Beta Phone,Electronics,LATAM,CUST-00745,4,687.28,2749.12
ORD-000732,2024-08-26,Alpha Phone,Electronics,South,CUST-00421,2,873.57,1747.14
ORD-000733,2024-02-25,Iota Speaker,Accessories,APAC,CUST-00553,4,103.5,414.0
ORD-000734,2024-12-15,Kappa Keyboard,Accessories,West,CUST-00767,3,86.79,260.37
ORD-000735,2024-04-16,Theta Camera,Electronics,East,CUST-00793,3,720.12,2160.36
ORD-000736,2024-02-17,Iota Speaker,Accessories,South,CUST-01150,3,93.41,280.23
ORD-000737,2025-07-26,Gamma Tablet,Electronics,South,CUST-01032,1,469.44,469.44
ORD-000738,2024-12-02,Kappa Keyboard,Accessories,APAC,CUST-00880,6,76.23,457.38
ORD-000739,2024-01-26,Beta Phone,Electronics,EMEA,CUST-00852,3,585.03,1755.09
ORD-000740,2024-09-13,Kappa Keyboard,Accessories,North,CUST-00510,3,81.87,245.61
ORD-000741,2024-01-08,Kappa Keyboard,Accessories,North,CUST-01200,1,75.34,75.34
ORD-000742,2025-09-16,Eta Smartwatch,Accessories,North,CUST-00966,5,211.54,1057.7
ORD-000743,2024-09-09,Kappa Keyboard,Accessories,APAC,CUST-00914,2,76.77,153.54
ORD-000744,2024-10-29,Zeta Headphones,Accessories,APAC,CUST-00018,2,148.4,296.8
ORD-000745,2025-09-30,Gamma Tablet,Electronics,North,CUST-00056,6,545.48,3272.88
ORD-000746,2024-02-25,Epsilon Laptop,Computers,EMEA,CUST-00919,1,852.64,852.64
ORD-000747,2025-06-09,Zeta Headphones,Accessories,North,CUST-01059,3,155.59,466.77
ORD-000748,2025-04-18,Alpha Phone,Electronics,LATAM,CUST-00902,2,839.77,1679.54
ORD-000749,2024-01-28,Eta Smartwatch,Accessories,LATAM,CUST-00630,4,187.9,751.6
ORD-000750,2024-03-18,Kappa Keyboard,Accessories,APAC,CUST-00794,3,79.02,237.06
ORD-000751,2024-08-03,Beta Phone,Electronics,LATAM,CUST-00347,6,629.56,3777.36
ORD-000752,2025-01-20,Theta Camera,Electronics,APAC,CUST-01056,4,737.01,2948.04
ORD-000753,2024-12-30,Iota Speaker,Accessories,APAC,CUST-00908,3,101.43,304.29
ORD-000754,2025-06-09,Kappa Keyboard,Accessories,EMEA,CUST-01024,3,78.62,235.86
ORD-000755,2024-11-07,Kappa Keyboard,Accessories,East,CUST-01157,2,83.41,166.82
ORD-000756,2024-01-07,Zeta Headphones,Accessories,South,CUST-00576,1,141.11,141.11
ORD-000757,2024-01-03,Kappa Keyboard,Accessories,East,CUST-00199,2,83.01,166.02
ORD-000758,2025-09-14,Theta Camera,Electronics,EMEA,CUST-00301,4,750.08,3000.32
ORD-000759,2024-12-28,Beta Phone,Electronics,South,CUST-01017,2,698.15,1396.3
ORD-000760,2025-05-22,Epsilon Laptop,Computers,,CUST-00026,2,950.0,1900.0
ORD-000761,2024-09-30,Eta Smartwatch,Accessories,West,CUST-00450,1,195.34,195.34
ORD-000762,2025-05-20,Gamma Tablet,Electronics,South,CUST-00320,3,547.08,1641.24
ORD-000763,2024-01-15,Eta Smartwatch,Accessories,EMEA,CUST-00156,4,194.21,776.84
ORD-000764,2024-07-10,Eta Smartwatch,Accessories,LATAM,CUST-00471,5,204.52,1022.6
ORD-000765,2025-09-22,Beta Phone,Electronics,APAC,CUST-00420,3,605.01,1815.03
ORD-000766,2025-04-29,Zeta Headphones,Accessories,APAC,CUST-01137,4,163.32,653.28
ORD-000767,2024-01-28,Theta Camera,Electronics,EMEA,CUST-00651,4,727.52,2910.08
ORD-000768,2024-02-08,Zeta Headphones,Accessories,West,CUST-00886,3,156.55,469.65
ORD-000769,2024-09-29,Alpha Phone,Electronics,South,CUST-00930,4,729.61,2918.44
ORD-000770,2024-08-18,Alpha Phone,Electronics,LATAM,CUST-00835,1,841.09,841.09
ORD-000771,2024-03-26,Delta Laptop,Computers,South,CUST-00876,3,1264.88,3794.64
ORD-000772,2025-04-18,Kappa Keyboard,Accessories,North,CUST-00942,3,81.71,245.13
ORD-000773,2024-05-05,Gamma Tablet,Electronics,APAC,CUST-00994,5,478.23,2391.15
ORD-000774,2025-06-20,Eta Smartwatch,Accessories,South,CUST-00572,3,198.59,595.77
ORD-000775,2024-05-24,Gamma Tablet,Electronics,East,CUST-00054,3,460.12,1380.36
ORD-000776,2025-06-08,Delta Laptop,Computers,North,CUST-00605,3,1192.19,3576.57
ORD-000777,2024-07-30,Iota Speaker,Accessories,North,CUST-00325,3,93.93,281.79
ORD-000778,2024-01-25,Eta Smartwatch,Accessories,South,CUST-00970,2,192.99,385.98
ORD-000779,2025-08-02,Alpha Phone,Electronics,North,CUST-00885,3,745.08,2235.24
ORD-000780,2025-01-28,Epsilon Laptop,Computers,EMEA,CUST-00265,4,850.46,3401.84
ORD-000781,2024-03-07,Alpha Phone,Electronics,APAC,CUST-00382,2,731.34,1462.68
ORD-000782,2024-08-20,Zeta Headphones,Accessories,East,CUST-00333,4,161.51,646.04
ORD-000783,2024-04-18,Eta Smartwatch,Accessories,LATAM,CUST-01034,4,200.21,800.84
ORD-000784,2024-05-25,Alpha Phone,Electronics,South,CUST-00203,2,782.5,1565.0
ORD-000785,2024-04-20,Gamma Tablet,Electronics,East,CUST-00058,2,502.5,1005.0
ORD-000786,2024-08-15,Delta Laptop,Computers,South,CUST-00547,5,1229.76,6148.8
ORD-000787,2024-04-20,Kappa Keyboard,Accessories,EMEA,CUST-00871,3,85.67,257.01
ORD-000788,2025-04-14,Kappa Keyboard,Accessories,West,CUST-00103,2,73.92,147.84
ORD-000789,2024-02-03,Alpha Phone,Electronics,EMEA,CUST-01185,2,766.33,1532.66
ORD-000790,2025-09-14,Theta Camera,Electronics,APAC,CUST-01184,1,765.52,765.52
ORD-000791,2025-01-03,Delta Laptop,Computers,EMEA,CUST-00865,3,1168.11,3504.33
ORD-000792,2025-08-17,Delta Laptop,Computers,EMEA,CUST-01160,4,1084.51,4338.04
ORD-000793,2025-07-07,Theta Camera,,LATAM,CUST-00398,3,649.74,1949.22
ORD-000794,2025-02-28,Kappa Keyboard,Accessories,East,CUST-00392,2,71.52,143.04
ORD-000795,2025-09-04,Kappa Keyboard,Accessories,East,CUST-00106,2,86.74,173.48
ORD-000796,2025-06-01,Zeta Headphones,Accessories,APAC,CUST-01078,5,142.41,712.05
ORD-000797,2024-10-08,Delta Laptop,Computers,EMEA,CUST-00111,2,1300.57,2601.14
ORD-000798,2024-11-15,Theta Camera,Electronics,South,CUST-00224,2,768.32,1536.64
ORD-000799,2025-03-18,Gamma Tablet,Electronics,East,CUST-00075,4,508.96,2035.84
ORD-000800,2024-11-10,Zeta Headphones,Accessories,West,CUST-00506,2,135.09,270.18
ORD-000801,2025-01-11,Delta Laptop,Computers,West,CUST-01038,2,1098.67,2197.34
ORD-000802,2024-10-15,Eta Smartwatch,Accessories,South,CUST-00770,4,198.27,793.08
ORD-000803,2025-03-12,Gamma Tablet,Electronics,LATAM,CUST-00482,3,489.64,1468.92
ORD-000804,2024-10-03,Beta Phone,Electronics,APAC,CUST-00364,3,662.78,1988.34
ORD-000805,2025-08-04,Kappa Keyboard,Accessories,West,CUST-00239,3,78.03,234.09
ORD-000806,2025-05-17,Alpha Phone,Electronics,APAC,CUST-00846,3,868.37,2605.11
ORD-000807,2025-09-15,Zeta Headphones,Accessories,LATAM,CUST-00985,4,150.04,600.16
ORD-000808,2025-05-30,Gamma Tablet,Electronics,North,CUST-01115,4,518.33,2073.32
ORD-000809,2024-12-15,Alpha Phone,Electronics,South,CUST-00392,6,862.36,5174.16
ORD-000810,2025-03-21,Alpha Phone,Electronics,EMEA,CUST-01041,2,742.57,1485.14
ORD-000811,2024-12-15,Beta Phone,Electronics,APAC,CUST-00965,4,613.92,2455.68
ORD-000812,2025-08-29,Iota Speaker,Accessories,North,CUST-00012,2,91.22,182.44
ORD-000813,2024-05-16,Gamma Tablet,Electronics,LATAM,CUST-01190,1,463.04,463.04
ORD-000814,2024-08-30,Kappa Keyboard,Accessories,West,CUST-00146,3,79.2,237.6
ORD-000815,2025-06-26,Zeta Headphones,Accessories,East,CUST-00169,4,143.67,574.68
ORD-000816,2024-02-09,Epsilon Laptop,Computers,East,CUST-00847,2,885.19,1770.38
ORD-000817,2024-08-16,Zeta Headphones,Accessories,South,CUST-00170,5,163.38,816.9
ORD-000818,2025-07-01,Zeta Headphones,Accessories,APAC,CUST-00765,2,138.77,277.54
ORD-000819,2024-08-10,Theta Camera,Electronics,LATAM,CUST-00499,1,704.71,704.71
ORD-000820,2024-01-06,Gamma Tablet,Electronics,West,CUST-01166,3,458.97,1376.91
ORD-000821,2024-11-17,Delta Laptop,Computers,LATAM,CUST-00897,1,1155.48,1155.48
ORD-000822,2025-04-12,Iota Speaker,Accessories,,CUST-01077,5,99.55,497.75
ORD-000823,2024-03-15,Kappa Keyboard,Accessories,West,CUST-00118,2,86.06,172.12
ORD-000824,2024-01-04,Iota Speaker,Accessories,APAC,CUST-00365,3,96.85,290.55
ORD-000825,2024-04-27,Epsilon Laptop,Computers,West,CUST-00136,2,820.77,1641.54
ORD-000826,2025-08-28,Theta Camera,Electronics,EMEA,CUST-01101,2,683.36,1366.72
ORD-000827,2025-05-18,Epsilon Laptop,Computers,North,CUST-00557,2,835.3,1670.6
ORD-000828,2025-07-27,Zeta Headphones,Accessories,APAC,CUST-00018,3,140.95,422.85
ORD-000829,2025-03-16,Beta Phone,Electronics,North,CUST-00403,2,664.33,1328.66
ORD-000830,2024-07-12,Zeta Headphones,Accessories,APAC,CUST-00205,3,136.11,408.33
ORD-000831,2025-01-26,Beta Phone,Electronics,APAC,CUST-00499,4,644.42,2577.68
ORD-000832,2024-01-26,Delta Laptop,Computers,South,CUST-00324,5,1225.25,6126.25
ORD-000833,2025-03-10,Iota Speaker,Accessories,East,CUST-00595,3,97.45,292.35
ORD-000834,2024-06-21,Beta Phone,Electronics,West,CUST-00562,3,586.58,1759.74
ORD-000835,2024-10-26,Alpha Phone,Electronics,EMEA,CUST-01190,4,876.59,3506.36
ORD-000836,2024-11-21,Alpha Phone,Electronics,East,CUST-00479,4,777.77,3111.08
ORD-000837,2025-02-13,Kappa Keyboard,Accessories,EMEA,CUST-00164,3,83.4,250.2
ORD-000838,2024-04-27,Zeta Headphones,Accessories,East,CUST-00324,4,143.8,575.2
ORD-000839,2024-08-12,Epsilon Laptop,Computers,North,CUST-00551,2,894.51,1789.02
ORD-000840,2025-06-15,Theta Camera,Electronics,North,CUST-00831,5,683.41,3417.05
ORD-000841,2024-04-22,Iota Speaker,Accessories,North,CUST-00640,1,95.88,95.88
ORD-000842,2024-05-19,Delta Laptop,Computers,APAC,CUST-00634,6,1084.34,6506.04
ORD-000843,2025-07-12,Eta Smartwatch,Accessories,LATAM,CUST-00759,3,193.43,580.29
ORD-000844,2024-01-01,Theta Camera,Electronics,West,CUST-00208,2,753.45,1506.9
ORD-000845,2024-03-30,Eta Smartwatch,Accessories,West,CUST-00315,2,206.58,413.16
ORD-000846,2024-11-15,Beta Phone,Electronics,South,CUST-00304,2,602.98,1205.96
ORD-000847,2025-07-03,Iota Speaker,Accessories,EMEA,CUST-00901,3,100.8,302.4
ORD-000848,2024-05-18,Zeta Headphones,Accessories,South,CUST-00239,2,160.69,321.38
ORD-000849,2025-05-25,Gamma Tablet,Electronics,EMEA,CUST-00804,5,518.96,2594.8
ORD-000850,2024-09-15,Epsilon Laptop,Computers,LATAM,CUST-01112,4,835.83,3343.32
ORD-000851,2024-01-10,Alpha Phone,Electronics,South,CUST-00275,1,857.78,857.78
ORD-000852,2024-09-17,Beta Phone,Electronics,APAC,CUST-00954,3,623.24,1869.72
ORD-000853,2024-06-20,Theta Camera,Electronics,North,CUST-01090,1,692.58,692.58
ORD-000854,2024-01-13,Alpha Phone,Electronics,East,CUST-00255,1,803.18,803.18
ORD-000855,2024-06-16,Epsilon Laptop,Computers,North,CUST-00125,3,962.02,2886.06
ORD-000856,2025-08-18,Zeta Headphones,Accessories,East,CUST-01170,4,161.86,647.44
ORD-000857,2024-11-16,Alpha Phone,Electronics,South,CUST-00615,3,867.66,2602.98
ORD-000858,2024-11-14,Kappa Keyboard,Accessories,East,CUST-00385,3,71.23,213.69
ORD-000859,2025-09-04,Gamma Tablet,Electronics,West,CUST-00447,2,541.1,1082.2
ORD-000860,2024-11-24,Gamma Tablet,Electronics,East,CUST-00387,1,454.53,454.53
ORD-000861,2025-07-03,Gamma Tablet,Electronics,EMEA,CUST-00383,3,475.62,1426.86
